,SYMBOL,NAME OF COMPANY,macro,sector,industry,basicIndustry
1861,TIINDIA,Tube Investments of India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1862,TIJARIA,Tijaria Polypipes Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
1863,TIL,TIL Limited,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Construction Vehicles
1864,TIMESGTY,Times Guaranty Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
1865,TIMETECHNO,Time Technoplast Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
1866,TIMKEN,Timken India Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
1867,TIPSFILMS,Tips Films Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition
1868,TIPSMUSIC,Tips Music Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment
1869,TIRUMALCHM,Thirumalai Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
1870,TIRUPATIFL,Tirupati Forge Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings
1871,TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons
1872,TITAN,Titan Company Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
1873,TMB,Tamilnad Mercantile Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank
1874,TNPETRO,Tamilnadu PetroProducts Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
1875,TNPL,Tamil Nadu Newsprint & Papers Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
1876,TNTELE,Tamilnadu Telecommunication Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories
1877,TOKYOPLAST,Tokyo Plast International Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
1878,TOLINS,Tolins Tyres Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
1879,TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1880,TORNTPOWER,Torrent Power Limited,Utilities,Power,Power,Integrated Power Utilities
1881,TOTAL,Total Transport Systems Limited,Services,Services,Transport Services,Logistics Solution Provider
1882,TOUCHWOOD,Touchwood Entertainment Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Other Consumer Services
1883,TPHQ,Teamo Productions HQ Limited,Industrials,Construction,Construction,Civil Construction
1884,TPLPLASTEH,TPL Plastech Limited,Industrials,Capital Goods,Industrial Products,Packaging
1885,TRACXN,Tracxn Technologies Limited,Services,Services,Commercial Services & Supplies,Data Processing Services
1886,TRANSRAILL,Transrail Lighting Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
1887,TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,Services,Services,Transport Services,Shipping
1888,TREEHOUSE,Tree House Education & Accessories Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
1889,TREJHARA,TREJHARA SOLUTIONS LIMITED,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
1890,TREL,Transindia Real Estate Limited,Services,Services,Transport Services,Logistics Solution Provider
1891,TRENT,Trent Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
1892,TRF,TRF Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
1893,TRIDENT,Trident Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1894,TRIGYN,Trigyn Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
1895,TRITURBINE,Triveni Turbine Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
1896,TRIVENI,Triveni Engineering & Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
1897,TRU,TruCap Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
1898,TTKHLTCARE,TTK Healthcare Limited,Diversified,Diversified,Diversified,Diversified
1899,TTKPRESTIG,TTK Prestige Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
1900,TTL,T T Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1901,TTML,Tata Teleservices (Maharashtra) Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
1902,TVSELECT,TVS Electronics Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
1903,TVSHLTD,TVS Holdings Limited,Financial Services,Financial Services,Finance,Investment Company
1904,TVSMOTOR,TVS Motor Company Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
1905,TVSSCS,TVS Supply Chain Solutions Limited,Services,Services,Transport Services,Logistics Solution Provider
1906,TVSSRICHAK,TVS Srichakra Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
1907,TVTODAY,TV Today Network Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production
1908,TVVISION,TV Vision Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production
1909,UBL,United Breweries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
1910,UCAL,UCAL LIMITED,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1911,UCOBANK,UCO Bank,Financial Services,Financial Services,Banks,Public Sector Bank
1912,UDAICEMENT,Udaipur Cement Works Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
1913,UDS,Updater Services Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
1914,UFLEX,UFLEX Limited,Industrials,Capital Goods,Industrial Products,Packaging
1915,UFO,UFO Moviez India Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition
1916,UGARSUGAR,The Ugar Sugar Works Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
1917,UGROCAP,Ugro Capital Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
1918,UJJIVANSFB,Ujjivan Small Finance Bank Limited,Financial Services,Financial Services,Banks,Other Bank
1919,ULTRACEMCO,UltraTech Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
1920,UMAEXPORTS,Uma Exports Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors
1921,UMANGDAIRY,Umang Dairies Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
1922,UMESLTD,Usha Martin Education & Solutions Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning
1923,UNICHEMLAB,Unichem Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1924,UNIDT,United Drilling Tools Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
1925,UNIECOM,Unicommerce Esolutions Limited,Information Technology,Information Technology,IT - Software,Software Products
1926,UNIENTER,Uniphos Enterprises Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
1927,UNIINFO,Uniinfo Telecom Services Limited,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services
1928,UNIMECH,Unimech Aerospace and Manufacturing Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
1929,UNIONBANK,Union Bank of India,Financial Services,Financial Services,Banks,Public Sector Bank
1930,UNIPARTS,Uniparts India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1931,UNITDSPR,United Spirits Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
1932,UNITECH,Unitech Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1933,UNITEDPOLY,United Polyfab Gujarat Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1934,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
1935,UNIVASTU,Univastu India Limited,Industrials,Construction,Construction,Civil Construction
1936,UNIVCABLES,Universal Cables Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals
1937,UNIVPHOTO,Universus Photo Imagings Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
1938,UNOMINDA,UNO Minda Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1939,UPL,UPL Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
1940,URAVIDEF,Uravi Defence and Technology Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1941,URJA,Urja Global Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
1942,USHAMART,Usha Martin Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
1943,USK,Udayshivakumar Infra Limited,Industrials,Construction,Construction,Civil Construction
1944,UTIAMC,UTI Asset Management Company Limited,Financial Services,Financial Services,Capital Markets,Asset Management Company
1945,UTKARSHBNK,Utkarsh Small Finance Bank Limited,Financial Services,Financial Services,Banks,Other Bank
1946,UTTAMSUGAR,Uttam Sugar Mills Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
1947,UYFINCORP,U. Y. Fincorp Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
1948,V2RETAIL,V2 Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
1949,VADILALIND,Vadilal Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
1950,VAIBHAVGBL,Vaibhav Global Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
1951,VAISHALI,Vaishali Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1952,VAKRANGEE,Vakrangee Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services
1953,VALIANTLAB,Valiant Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1954,VALIANTORG,Valiant Organics Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
1955,VARDHACRLC,Vardhman Acrylics Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1956,VARDMNPOLY,Vardhman Polytex Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1957,VARROC,Varroc Engineering Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1958,VASCONEQ,Vascon Engineers Limited,Industrials,Construction,Construction,Civil Construction
1959,VASWANI,Vaswani Industries Limited,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron
1960,VBL,Varun Beverages Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages
1961,VCL,Vaxtex Cotfab Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1962,VEDL,Vedanta Limited,Commodities,Metals & Mining,Diversified Metals,Diversified Metals
1963,VEEDOL,Veedol Corporation Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants
1964,VENKEYS,Venky's (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry
1965,VENTIVE,Ventive Hospitality Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
1966,VENUSPIPES,Venus Pipes & Tubes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
1967,VENUSREM,Venus Remedies Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1968,VERANDA,Veranda Learning Solutions Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning
1969,VERTOZ,Vertoz Limited,Consumer Discretionary,Media Entertainment & Publication,Media,Advertising & Media Agencies
1970,VESUVIUS,Vesuvius India Limited,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
1971,VETO,Veto Switchgears And Cables Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
1972,VGUARD,V-Guard Industries Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
1973,VHL,Vardhman Holdings Limited,Financial Services,Financial Services,Finance,Investment Company
1974,VHLTD,Viceroy Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
1975,VIDHIING,Vidhi Specialty Food Ingredients Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
1976,VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
1977,VIJIFIN,Viji Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
1978,VIKASECO,Vikas EcoTech Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
1979,VIKASLIFE,Vikas Lifecare Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors
1980,VIMTALABS,Vimta Labs Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology
1981,VINATIORGA,Vinati Organics Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
1982,VINCOFE,Vintage Coffee And Beverages Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors
1983,VINDHYATEL,Vindhya Telelinks Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure
1984,VINEETLAB,Vineet Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1985,VINNY,Vinny Overseas Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
1986,VINYLINDIA,Vinyl Chemicals (India) Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
1987,VIPCLOTHNG,VIP Clothing Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
1988,VIPIND,VIP Industries Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
1989,VIPULLTD,Vipul Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1990,VIRINCHI,Virinchi Limited,Information Technology,Information Technology,IT - Software,Software Products
1991,VISAKAIND,Visaka Industries Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
1992,VISHNU,Vishnu Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
1993,VISHWARAJ,Vishwaraj Sugar Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
1994,VIVIDHA,Visagar Polytex Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
1995,VLEGOV,VL E-Governance & IT Solutions Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services
